Order,Batsman,Dismissal,R,B,4s,6s,SR,Batting Team,Bowling Team,Match ID,M,Match No,Season,Season Match No
1,AJ Finch,c Maddinson b Thornely,25,15,3,2,166.66,Melbourne Renegades,Sydney Sixers,524928,16,14,BBL01,14
2,BJ Hodge,not out,72,51,5,3,141.17,Melbourne Renegades,Sydney Sixers,524928,68,14,BBL01,14
3,GJ Maxwell,c Thornely b Hazlewood,3,3,0,0,100,Melbourne Renegades,Sydney Sixers,524928,3,14,BBL01,14
4,AB McDonald (c),not out,60,37,0,7,162.16,Melbourne Renegades,Sydney Sixers,524928,47,14,BBL01,14
1,M Klinger (c),c †Hartley b Neser,53,44,7,0,120.45,Adelaide Strikers,Brisbane Heat,524929,,15,BBL01,15
2,DJ Harris,c Forrest b McDermott,17,13,2,0,130.76,Adelaide Strikers,Brisbane Heat,524929,,15,BBL01,15
3,CJ Ferguson,c Forrest b McDermott,11,13,1,0,84.61,Adelaide Strikers,Brisbane Heat,524929,,15,BBL01,15
4,TLW Cooper †,not out,43,27,5,1,159.25,Adelaide Strikers,Brisbane Heat,524929,,15,BBL01,15
5,CJ Borgas,c Neser b Hauritz,5,7,0,0,71.42,Adelaide Strikers,Brisbane Heat,524929,,15,BBL01,15
6,J Botha,not out,28,16,2,1,175,Adelaide Strikers,Brisbane Heat,524929,,15,BBL01,15
1,AW Robinson,c Ferguson b Richardson,8,10,1,0,80,Brisbane Heat,Adelaide Strikers,524929,,15,BBL01,15
2,ML Hayden,c Muirhead b Richardson,13,5,0,2,260,Brisbane Heat,Adelaide Strikers,524929,,15,BBL01,15
3,PJ Forrest (c),c Ferguson b Thomas,1,5,0,0,20,Brisbane Heat,Adelaide Strikers,524929,,15,BBL01,15
4,DT Christian,run out (Ferguson),16,13,2,0,123.07,Brisbane Heat,Adelaide Strikers,524929,,15,BBL01,15
5,CA Lynn,c Botha b Drew,19,18,1,1,105.55,Brisbane Heat,Adelaide Strikers,524929,,15,BBL01,15
6,MG Neser,c Borgas b Muirhead,1,6,0,0,16.66,Brisbane Heat,Adelaide Strikers,524929,,15,BBL01,15
7,CD Hartley †,c Klinger b Muirhead,11,8,1,0,137.5,Brisbane Heat,Adelaide Strikers,524929,,15,BBL01,15
8,SJ Paulsen,not out,35,26,1,1,134.61,Brisbane Heat,Adelaide Strikers,524929,,15,BBL01,15
9,RJ Harris,c Harris b Drew,11,9,2,0,122.22,Brisbane Heat,Adelaide Strikers,524929,,15,BBL01,15
10,NM Hauritz,run out (Botha),4,4,0,0,100,Brisbane Heat,Adelaide Strikers,524929,,15,BBL01,15
11,AC McDermott,run out (Ferguson/Botha),5,5,0,0,100,Brisbane Heat,Adelaide Strikers,524929,,15,BBL01,15
1,HH Gibbs,c Quiney b Warne,69,48,8,0,143.75,Perth Scorchers,Melbourne Stars,524930,54,16,BBL01,16
2,MJ North (c), b Bird,5,7,0,0,71.42,Perth Scorchers,Melbourne Stars,524930,20,16,BBL01,16
3,SM Katich,c White b Hussey,10,8,1,0,125,Perth Scorchers,Melbourne Stars,524930,10,16,BBL01,16
4,MR Marsh,c White b Warne,31,28,0,2,110.71,Perth Scorchers,Melbourne Stars,524930,35,16,BBL01,16
5,L Ronchi †,c McKay b Faulkner,1,4,0,0,25,Perth Scorchers,Melbourne Stars,524930,17,16,BBL01,16
6,PD Collingwood,c Quiney b Faulkner,12,9,0,0,133.33,Perth Scorchers,Melbourne Stars,524930,5,16,BBL01,16
7,NM Coulter-Nile,run out (†Wade),5,13,0,0,38.46,Perth Scorchers,Melbourne Stars,524930,21,16,BBL01,16
8,NJ Rimmington,not out,0,1,0,0,0,Perth Scorchers,Melbourne Stars,524930,8,16,BBL01,16
9,GB Hogg,run out (†Wade),0,1,0,0,0,Perth Scorchers,Melbourne Stars,524930,1,16,BBL01,16
10,MA Beer, b Faulkner,0,1,0,0,0,Perth Scorchers,Melbourne Stars,524930,1,16,BBL01,16
11,BM Edmondson,run out (†Wade/Hussey),0,1,0,0,0,Perth Scorchers,Melbourne Stars,524930,1,16,BBL01,16
1,RJ Quiney,c Katich b Coulter-Nile,39,35,3,2,111.42,Melbourne Stars,Perth Scorchers,524930,41,16,BBL01,16
2,CL White (c),c Beer b Edmondson,1,9,0,0,11.11,Melbourne Stars,Perth Scorchers,524930,16,16,BBL01,16
3,GJ Bailey,c Hogg b Coulter-Nile,1,5,0,0,20,Melbourne Stars,Perth Scorchers,524930,5,16,BBL01,16
4,DJ Hussey,c Katich b Marsh,4,6,0,0,66.66,Melbourne Stars,Perth Scorchers,524930,11,16,BBL01,16
5,MS Wade †,not out,53,43,3,0,123.25,Melbourne Stars,Perth Scorchers,524930,50,16,BBL01,16
6,LJ Wright,run out (Coulter-Nile/Edmondson),16,19,2,0,84.21,Melbourne Stars,Perth Scorchers,524930,35,16,BBL01,16
7,JP Faulkner,not out,4,3,0,0,133.33,Melbourne Stars,Perth Scorchers,524930,7,16,BBL01,16
1,AW Robinson,run out (Naved-ul-Hasan),44,28,6,1,157.14,Brisbane Heat,Hobart Hurricanes,524931,36,17,BBL01,17
2,ML Hayden,c Johnston b Naved-ul-Hasan,76,51,6,3,149.01,Brisbane Heat,Hobart Hurricanes,524931,80,17,BBL01,17
3,RE van der Merwe,c & b Krejza,24,19,2,0,126.31,Brisbane Heat,Hobart Hurricanes,524931,20,17,BBL01,17
4,DT Christian,c Doherty b Lockyear,8,8,1,0,100,Brisbane Heat,Hobart Hurricanes,524931,8,17,BBL01,17
5,PJ Forrest (c),not out,33,18,4,0,183.33,Brisbane Heat,Hobart Hurricanes,524931,16,17,BBL01,17
6,MG Neser,not out,0,0,0,0,-,Brisbane Heat,Hobart Hurricanes,524931,2,17,BBL01,17
1,JW Wells,c & b Vettori,24,18,4,0,133.33,Hobart Hurricanes,Brisbane Heat,524931,32,17,BBL01,17
2,PA Jaques,st †Hartley b van der Merwe,27,22,5,0,122.72,Hobart Hurricanes,Brisbane Heat,524931,22,17,BBL01,17
3,TR Birt,run out (McDermott),74,36,8,3,205.55,Hobart Hurricanes,Brisbane Heat,524931,62,17,BBL01,17
4,OA Shah,c Christian b McDermott,69,44,5,3,156.81,Hobart Hurricanes,Brisbane Heat,524931,54,17,BBL01,17
5,TIF Triffitt †,not out,0,0,0,0,-,Hobart Hurricanes,Brisbane Heat,524931,1,17,BBL01,17
1,RJ Quiney,c Finch b Nannes,14,13,0,1,107.69,Melbourne Stars,Melbourne Renegades,524932,31,18,BBL01,18
2,LJ Wright,c Shahid Afridi b Harwood,25,16,5,0,156.25,Melbourne Stars,Melbourne Renegades,524932,20,18,BBL01,18
3,CL White (c),c †Manou b Tait,1,5,0,0,20,Melbourne Stars,Melbourne Renegades,524932,6,18,BBL01,18
4,DJ Hussey,c McDonald b Shahid Afridi,51,42,4,1,121.42,Melbourne Stars,Melbourne Renegades,524932,45,18,BBL01,18
5,GJ Bailey,lbw b Shahid Afridi,24,21,2,0,114.28,Melbourne Stars,Melbourne Renegades,524932,38,18,BBL01,18
6,MS Wade †,not out,32,15,0,3,213.33,Melbourne Stars,Melbourne Renegades,524932,17,18,BBL01,18
7,JP Faulkner,not out,11,11,0,0,100,Melbourne Stars,Melbourne Renegades,524932,14,18,BBL01,18
1,AJ Finch,lbw b Bird,1,3,0,0,33.33,Melbourne Renegades,Melbourne Stars,524932,3,18,BBL01,18
2,BJ Hodge,st †Wade b Hussey,10,11,1,0,90.9,Melbourne Renegades,Melbourne Stars,524932,13,18,BBL01,18
3,GJ Maxwell,c Bailey b Warne,28,24,3,0,116.66,Melbourne Renegades,Melbourne Stars,524932,30,18,BBL01,18
4,AB McDonald (c),not out,11,12,0,0,91.66,Melbourne Renegades,Melbourne Stars,524932,23,18,BBL01,18
5,NJ Reardon,not out,0,0,0,0,-,Melbourne Renegades,Melbourne Stars,524932,2,18,BBL01,18
1,MJ Lumb,c †Dunk b Butterworth,15,14,1,1,107.14,Sydney Sixers,Sydney Thunder,524933,18,19,BBL01,19
2,MC Henriques,c Butterworth b Abbott,20,23,1,0,86.95,Sydney Sixers,Sydney Thunder,524933,36,19,BBL01,19
3,NJ Maddinson,c Butterworth b Edwards,3,7,0,0,42.85,Sydney Sixers,Sydney Thunder,524933,14,19,BBL01,19
4,SPD Smith (c),c Khawaja b Gayle,3,4,0,0,75,Sydney Sixers,Sydney Thunder,524933,7,19,BBL01,19
5,BJ Rohrer,c Coyte b Abbott,38,24,4,1,158.33,Sydney Sixers,Sydney Thunder,524933,25,19,BBL01,19
6,DJ Thornely,run out (Doran/†Dunk),0,0,0,0,-,Sydney Sixers,Sydney Thunder,524933,2,19,BBL01,19
7,PM Nevill †,not out,24,16,1,1,150,Sydney Sixers,Sydney Thunder,524933,28,19,BBL01,19
8,IA Moran, b Coyte,1,3,0,0,33.33,Sydney Sixers,Sydney Thunder,524933,1,19,BBL01,19
9,B Lee,not out,6,6,0,0,100,Sydney Sixers,Sydney Thunder,524933,8,19,BBL01,19
1,UT Khawaja,not out,11,16,2,0,68.75,Sydney Thunder,Sydney Sixers,524933,27,19,BBL01,19
2,CH Gayle,c Maddinson b Lee,0,6,0,0,0,Sydney Thunder,Sydney Sixers,524933,12,19,BBL01,19
3,DLR Smith (c),lbw b Starc,0,1,0,0,0,Sydney Thunder,Sydney Sixers,524933,2,19,BBL01,19
4,BR Dunk †, b Starc,0,1,0,0,0,Sydney Thunder,Sydney Sixers,524933,1,19,BBL01,19
5,JS Floros, b Starc,15,10,3,0,150,Sydney Thunder,Sydney Sixers,524933,9,19,BBL01,19
1,HH Gibbs,c Borgas b Muirhead,65,41,10,2,158.53,Perth Scorchers,Adelaide Strikers,524934,,20,BBL01,20
2,MJ North (c),run out (Drew/†Crosthwaite),70,52,6,2,134.61,Perth Scorchers,Adelaide Strikers,524934,,20,BBL01,20
3,MR Marsh,c †Crosthwaite b Drew,10,13,1,0,76.92,Perth Scorchers,Adelaide Strikers,524934,,20,BBL01,20
4,PD Collingwood,c Cooper b Muirhead,18,7,1,2,257.14,Perth Scorchers,Adelaide Strikers,524934,,20,BBL01,20
5,SM Katich,not out,15,7,2,0,214.28,Perth Scorchers,Adelaide Strikers,524934,,20,BBL01,20
6,L Ronchi †,c Ferguson b Thomas,0,1,0,0,0,Perth Scorchers,Adelaide Strikers,524934,,20,BBL01,20
7,NJ Rimmington,not out,1,1,0,0,100,Perth Scorchers,Adelaide Strikers,524934,,20,BBL01,20
1,DJ Harris, b Edmondson,31,18,4,1,172.22,Adelaide Strikers,Perth Scorchers,524934,,20,BBL01,20
2,M Klinger (c),st †Ronchi b Hogg,32,22,5,0,145.45,Adelaide Strikers,Perth Scorchers,524934,,20,BBL01,20
3,AJ Crosthwaite †,c Hogg b Coulter-Nile,5,5,1,0,100,Adelaide Strikers,Perth Scorchers,524934,,20,BBL01,20
4,CJ Ferguson,st †Ronchi b Beer,5,6,0,0,83.33,Adelaide Strikers,Perth Scorchers,524934,,20,BBL01,20
5,TLW Cooper,c Edmondson b Hogg,5,7,1,0,71.42,Adelaide Strikers,Perth Scorchers,524934,,20,BBL01,20
6,CJ Borgas,run out (Hogg),15,17,2,0,88.23,Adelaide Strikers,Perth Scorchers,524934,,20,BBL01,20
7,BG Drew, b Coulter-Nile,10,12,1,0,83.33,Adelaide Strikers,Perth Scorchers,524934,,20,BBL01,20
8,DR Salpietro,lbw b Hogg,1,6,0,0,16.66,Adelaide Strikers,Perth Scorchers,524934,,20,BBL01,20
9,AW O'Brien,c Marsh b Rimmington,13,13,0,1,100,Adelaide Strikers,Perth Scorchers,524934,,20,BBL01,20
10,AC Thomas,c Beer b Rimmington,7,8,1,0,87.5,Adelaide Strikers,Perth Scorchers,524934,,20,BBL01,20
11,JM Muirhead,not out,5,3,1,0,166.66,Adelaide Strikers,Perth Scorchers,524934,,20,BBL01,20
1,RJ Quiney,c Birt b Naved-ul-Hasan,62,50,4,1,124,Melbourne Stars,Hobart Hurricanes,524935,,21,BBL01,21
2,LJ Wright, b Naved-ul-Hasan,117,60,8,9,195,Melbourne Stars,Hobart Hurricanes,524935,,21,BBL01,21
3,CL White (c),not out,5,4,0,0,125,Melbourne Stars,Hobart Hurricanes,524935,,21,BBL01,21
4,MS Wade †,c Shah b Laughlin,3,3,0,0,100,Melbourne Stars,Hobart Hurricanes,524935,,21,BBL01,21
5,DJ Hussey,not out,8,3,2,0,266.66,Melbourne Stars,Hobart Hurricanes,524935,,21,BBL01,21
1,PA Jaques,c Bailey b Hussey,0,2,0,0,0,Hobart Hurricanes,Melbourne Stars,524935,,21,BBL01,21
2,RJG Lockyear,c Quiney b Faulkner,23,18,2,1,127.77,Hobart Hurricanes,Melbourne Stars,524935,,21,BBL01,21
3,TR Birt, b McKay,51,23,3,5,221.73,Hobart Hurricanes,Melbourne Stars,524935,,21,BBL01,21
4,OA Shah,c Warne b Faulkner,55,37,3,2,148.64,Hobart Hurricanes,Melbourne Stars,524935,,21,BBL01,21
5,TIF Triffitt †,c †Wade b Faulkner,21,11,3,1,190.9,Hobart Hurricanes,Melbourne Stars,524935,,21,BBL01,21
6,MJ Johnston,c †Wade b Faulkner,3,6,0,0,50,Hobart Hurricanes,Melbourne Stars,524935,,21,BBL01,21
7,JW Wells,not out,17,12,2,0,141.66,Hobart Hurricanes,Melbourne Stars,524935,,21,BBL01,21
8,Naved-ul-Hasan,c Bailey b Warne,1,3,0,0,33.33,Hobart Hurricanes,Melbourne Stars,524935,,21,BBL01,21
9,MG Hogan,c Hussey b Warne,2,2,0,0,100,Hobart Hurricanes,Melbourne Stars,524935,,21,BBL01,21
10,XJ Doherty (c),c White b Hussey,0,1,0,0,0,Hobart Hurricanes,Melbourne Stars,524935,,21,BBL01,21
11,B Laughlin,not out,4,7,0,0,57.14,Hobart Hurricanes,Melbourne Stars,524935,,21,BBL01,21
1,MJ Lumb,run out (Drew/†Crosthwaite),8,8,1,0,100,Sydney Sixers,Adelaide Strikers,524936,,22,BBL01,22
2,MC Henriques, b Thomas,42,37,2,1,113.51,Sydney Sixers,Adelaide Strikers,524936,,22,BBL01,22
3,NJ Maddinson,c Drew b Salpietro,31,20,1,2,155,Sydney Sixers,Adelaide Strikers,524936,,22,BBL01,22
4,BJ Rohrer,c Blizzard b Thomas,16,12,1,0,133.33,Sydney Sixers,Adelaide Strikers,524936,,22,BBL01,22
5,SPD Smith (c),c Salpietro b Drew,8,9,0,0,88.88,Sydney Sixers,Adelaide Strikers,524936,,22,BBL01,22
6,DJ Thornely,run out (Thomas/†Crosthwaite),5,8,0,0,62.5,Sydney Sixers,Adelaide Strikers,524936,,22,BBL01,22
7,NL McCullum,run out (†Crosthwaite),20,19,1,1,105.26,Sydney Sixers,Adelaide Strikers,524936,,22,BBL01,22
8,PM Nevill †,not out,7,6,1,0,116.66,Sydney Sixers,Adelaide Strikers,524936,,22,BBL01,22
9,SNJ O'Keefe, b Thomas,0,1,0,0,0,Sydney Sixers,Adelaide Strikers,524936,,22,BBL01,22
1,M Klinger (c),c MacGill b Lee,0,2,0,0,0,Adelaide Strikers,Sydney Sixers,524936,,22,BBL01,22
2,DJ Harris, b O'Keefe,9,12,1,0,75,Adelaide Strikers,Sydney Sixers,524936,,22,BBL01,22
3,AC Blizzard,c Smith b O'Keefe,27,21,3,1,128.57,Adelaide Strikers,Sydney Sixers,524936,,22,BBL01,22
4,TLW Cooper,c Smith b McCullum,1,2,0,0,50,Adelaide Strikers,Sydney Sixers,524936,,22,BBL01,22
5,CJ Borgas,st †Nevill b O'Keefe,8,9,0,0,88.88,Adelaide Strikers,Sydney Sixers,524936,,22,BBL01,22
6,AW O'Brien,lbw b McCullum,1,2,0,0,50,Adelaide Strikers,Sydney Sixers,524936,,22,BBL01,22
7,AJ Crosthwaite †,c Henriques b MacGill,13,21,1,0,61.9,Adelaide Strikers,Sydney Sixers,524936,,22,BBL01,22
8,BG Drew,lbw b MacGill,5,11,0,0,45.45,Adelaide Strikers,Sydney Sixers,524936,,22,BBL01,22
9,DR Salpietro, b Lee,12,21,0,0,57.14,Adelaide Strikers,Sydney Sixers,524936,,22,BBL01,22
10,KW Richardson,c Henriques b Smith,0,1,0,0,0,Adelaide Strikers,Sydney Sixers,524936,,22,BBL01,22
11,AC Thomas,not out,5,10,0,0,50,Adelaide Strikers,Sydney Sixers,524936,,22,BBL01,22
1,UT Khawaja,c †Ronchi b Coulter-Nile,8,8,1,0,100,Sydney Thunder,Perth Scorchers,524937,12,23,BBL01,23
2,CH Gayle,c †Ronchi b Coulter-Nile,20,16,2,1,125,Sydney Thunder,Perth Scorchers,524937,24,23,BBL01,23
3,DLR Smith (c),c Marsh b Coulter-Nile,6,10,1,0,60,Sydney Thunder,Perth Scorchers,524937,14,23,BBL01,23
4,BR Dunk †,run out (Rimmington),13,19,0,0,68.42,Sydney Thunder,Perth Scorchers,524937,23,23,BBL01,23
5,JS Floros, b Hogg,4,10,0,0,40,Sydney Thunder,Perth Scorchers,524937,10,23,BBL01,23
6,LR Butterworth,run out (Hogg),5,11,0,0,45.45,Sydney Thunder,Perth Scorchers,524937,7,23,BBL01,23
7,TJ Armstrong,c Katich b Rimmington,25,25,0,2,100,Sydney Thunder,Perth Scorchers,524937,30,23,BBL01,23
8,SA Abbott, b Hogg,0,1,0,0,0,Sydney Thunder,Perth Scorchers,524937,1,23,BBL01,23
9,SJ Coyte,run out (Coulter-Nile),12,11,2,0,109.09,Sydney Thunder,Perth Scorchers,524937,14,23,BBL01,23
10,TA Copeland,run out (Coulter-Nile),1,3,0,0,33.33,Sydney Thunder,Perth Scorchers,524937,4,23,BBL01,23
11,LA Doran,not out,1,2,0,0,50,Sydney Thunder,Perth Scorchers,524937,2,23,BBL01,23
1,L Ronchi †, b Coyte,0,2,0,0,0,Perth Scorchers,Sydney Thunder,524937,1,23,BBL01,23
2,MJ North (c),not out,38,25,1,1,152,Perth Scorchers,Sydney Thunder,524937,47,23,BBL01,23
3,MR Marsh,not out,64,58,1,5,110.34,Perth Scorchers,Sydney Thunder,524937,45,23,BBL01,23
1,AW Robinson, b Nannes,4,3,1,0,133.33,Brisbane Heat,Melbourne Renegades,524938,3,24,BBL01,24
2,ML Hayden,c Maxwell b Heal,28,28,2,1,100,Brisbane Heat,Melbourne Renegades,524938,36,24,BBL01,24
3,CA Lynn,c †Manou b Shahid Afridi,34,27,3,2,125.92,Brisbane Heat,Melbourne Renegades,524938,36,24,BBL01,24
4,DT Christian,lbw b Shahid Afridi,5,8,0,0,62.5,Brisbane Heat,Melbourne Renegades,524938,10,24,BBL01,24
5,PJ Forrest (c), b Shahid Afridi,0,1,0,0,0,Brisbane Heat,Melbourne Renegades,524938,1,24,BBL01,24
6,RE van der Merwe,c Reardon b Harwood,36,24,2,2,150,Brisbane Heat,Melbourne Renegades,524938,40,24,BBL01,24
7,DL Vettori,c Nannes b Abdul Razzaq,40,25,4,1,160,Brisbane Heat,Melbourne Renegades,524938,28,24,BBL01,24
8,MG Neser,not out,13,5,1,1,260,Brisbane Heat,Melbourne Renegades,524938,8,24,BBL01,24
9,CD Hartley †,not out,0,0,0,0,-,Brisbane Heat,Melbourne Renegades,524938,1,24,BBL01,24
1,Shahid Afridi,c Hayden b McDermott,26,14,4,1,185.71,Melbourne Renegades,Brisbane Heat,524938,17,24,BBL01,24
2,BJ Hodge, b Christian,1,5,0,0,20,Melbourne Renegades,Brisbane Heat,524938,6,24,BBL01,24
3,AJ Finch,run out (Robinson),72,46,3,5,156.52,Melbourne Renegades,Brisbane Heat,524938,66,24,BBL01,24
4,AB McDonald (c),c Robinson b McDermott,7,14,0,0,50,Melbourne Renegades,Brisbane Heat,524938,13,24,BBL01,24
5,NJ Reardon,c van der Merwe b Neser,5,8,0,0,62.5,Melbourne Renegades,Brisbane Heat,524938,11,24,BBL01,24
6,Abdul Razzaq,c Robinson b Neser,1,3,0,0,33.33,Melbourne Renegades,Brisbane Heat,524938,2,24,BBL01,24
7,GJ Maxwell,c Forrest b Neser,10,6,2,0,166.66,Melbourne Renegades,Brisbane Heat,524938,6,24,BBL01,24
8,GA Manou †,not out,18,20,1,0,90,Melbourne Renegades,Brisbane Heat,524938,30,24,BBL01,24
9,SM Harwood,run out (†Hartley),3,3,0,0,100,Melbourne Renegades,Brisbane Heat,524938,7,24,BBL01,24
10,AK Heal, b McDermott,0,1,0,0,0,Melbourne Renegades,Brisbane Heat,524938,1,24,BBL01,24
11,DP Nannes,not out,2,2,0,0,100,Melbourne Renegades,Brisbane Heat,524938,1,24,BBL01,24
1,BB McCullum †,c Abbott b Bills,6,7,1,0,85.71,Brisbane Heat,Sydney Thunder,524939,8,25,BBL01,25
2,ML Hayden,c Doran b Coyte,6,6,1,0,100,Brisbane Heat,Sydney Thunder,524939,13,25,BBL01,25
3,AW Robinson,c Abbott b Bills,25,16,3,2,156.25,Brisbane Heat,Sydney Thunder,524939,15,25,BBL01,25
4,DT Christian,not out,75,47,5,4,159.57,Brisbane Heat,Sydney Thunder,524939,70,25,BBL01,25
5,PJ Forrest (c),c Day b Doran,33,27,1,1,122.22,Brisbane Heat,Sydney Thunder,524939,40,25,BBL01,25
6,CA Lynn,not out,37,17,0,4,217.64,Brisbane Heat,Sydney Thunder,524939,18,25,BBL01,25
1,UT Khawaja,c †McCullum b Neser,37,36,6,0,102.77,Sydney Thunder,Brisbane Heat,524939,63,25,BBL01,25
2,CH Gayle,c †McCullum b McDermott,0,1,0,0,0,Sydney Thunder,Brisbane Heat,524939,5,25,BBL01,25
3,TD Cruickshank,c †McCullum b McDermott,0,4,0,0,0,Sydney Thunder,Brisbane Heat,524939,2,25,BBL01,25
4,BR Dunk †,c Hayden b Swan,6,19,0,0,31.57,Sydney Thunder,Brisbane Heat,524939,20,25,BBL01,25
5,DLR Smith (c),c Neser b Christian,2,4,0,0,50,Sydney Thunder,Brisbane Heat,524939,4,25,BBL01,25
6,TJ Armstrong, b Vettori,4,14,0,0,28.57,Sydney Thunder,Brisbane Heat,524939,14,25,BBL01,25
7,SA Abbott,not out,22,22,1,1,100,Sydney Thunder,Brisbane Heat,524939,37,25,BBL01,25
8,MR Day,not out,29,20,1,1,145,Sydney Thunder,Brisbane Heat,524939,23,25,BBL01,25
1,AJ Finch,c Hogan b Krejza,67,45,5,3,148.88,Melbourne Renegades,Hobart Hurricanes,524940,,26,BBL01,26
2,BJ Hodge,c Hogan b Laughlin,63,41,8,1,153.65,Melbourne Renegades,Hobart Hurricanes,524940,,26,BBL01,26
3,NJ Reardon,c Hogan b Krejza,17,16,1,0,106.25,Melbourne Renegades,Hobart Hurricanes,524940,,26,BBL01,26
4,Shahid Afridi,not out,18,10,0,2,180,Melbourne Renegades,Hobart Hurricanes,524940,,26,BBL01,26
5,AB McDonald (c), b Krejza,1,2,0,0,50,Melbourne Renegades,Hobart Hurricanes,524940,,26,BBL01,26
6,WD Sheridan,not out,5,6,0,0,83.33,Melbourne Renegades,Hobart Hurricanes,524940,,26,BBL01,26
1,JW Wells,c Sheridan b BG McDonald,72,61,7,1,118.03,Hobart Hurricanes,Melbourne Renegades,524940,,26,BBL01,26
2,MJ Cosgrove, b Nannes,2,5,0,0,40,Hobart Hurricanes,Melbourne Renegades,524940,,26,BBL01,26
3,TR Birt,lbw b Shahid Afridi,25,16,0,3,156.25,Hobart Hurricanes,Melbourne Renegades,524940,,26,BBL01,26
4,OA Shah,not out,49,30,5,1,163.33,Hobart Hurricanes,Melbourne Renegades,524940,,26,BBL01,26
5,PA Jaques,not out,12,7,1,0,171.42,Hobart Hurricanes,Melbourne Renegades,524940,,26,BBL01,26
1,BJ Haddin (c) †,c †Ronchi b Beer,0,2,0,0,0,Sydney Sixers,Perth Scorchers,524941,1,27,BBL01,27
2,MJ Lumb,lbw b Coulter-Nile,3,3,0,0,100,Sydney Sixers,Perth Scorchers,524941,13,27,BBL01,27
3,NJ Maddinson,c Edmondson b Hogg,49,31,3,3,158.06,Sydney Sixers,Perth Scorchers,524941,38,27,BBL01,27
4,MC Henriques,c Edmondson b Hogg,31,33,2,0,93.93,Sydney Sixers,Perth Scorchers,524941,45,27,BBL01,27
5,SPD Smith, b Coulter-Nile,51,25,4,3,204,Sydney Sixers,Perth Scorchers,524941,27,27,BBL01,27
6,BJ Rohrer,run out (†Ronchi),12,12,0,0,100,Sydney Sixers,Perth Scorchers,524941,28,27,BBL01,27
7,DJ Thornely,c SE Marsh b Coulter-Nile,19,8,1,2,237.5,Sydney Sixers,Perth Scorchers,524941,10,27,BBL01,27
8,NL McCullum, b Edmondson,2,3,0,0,66.66,Sydney Sixers,Perth Scorchers,524941,4,27,BBL01,27
9,SNJ O'Keefe,run out (†Ronchi),0,1,0,0,0,Sydney Sixers,Perth Scorchers,524941,4,27,BBL01,27
10,B Lee,c SE Marsh b Edmondson,0,2,0,0,0,Sydney Sixers,Perth Scorchers,524941,3,27,BBL01,27
11,MA Starc,not out,1,1,0,0,100,Sydney Sixers,Perth Scorchers,524941,1,27,BBL01,27
1,SE Marsh, b Starc,18,18,3,0,100,Perth Scorchers,Sydney Sixers,524941,17,27,BBL01,27
2,MJ North (c),run out (Smith/Lee),59,52,7,0,113.46,Perth Scorchers,Sydney Sixers,524941,94,27,BBL01,27
3,MR Marsh, b Starc,0,1,0,0,0,Perth Scorchers,Sydney Sixers,524941,1,27,BBL01,27
4,PD Collingwood,lbw b Starc,2,3,0,0,66.66,Perth Scorchers,Sydney Sixers,524941,2,27,BBL01,27
5,SM Katich,run out (Henriques),31,23,3,1,134.78,Perth Scorchers,Sydney Sixers,524941,34,27,BBL01,27
6,L Ronchi †,c O'Keefe b Henriques,34,13,4,2,261.53,Perth Scorchers,Sydney Sixers,524941,17,27,BBL01,27
7,NM Coulter-Nile,not out,11,13,1,0,84.61,Perth Scorchers,Sydney Sixers,524941,18,27,BBL01,27
1,DJ Harris,c White b McKay,17,15,1,0,113.33,Adelaide Strikers,Melbourne Stars,524942,19,28,BBL01,28
2,M Klinger (c),c Hussey b McKay,25,20,1,0,125,Adelaide Strikers,Melbourne Stars,524942,26,28,BBL01,28
3,AC Blizzard,c White b Faulkner,7,9,0,0,77.77,Adelaide Strikers,Melbourne Stars,524942,17,28,BBL01,28
4,CJ Ferguson,c White b Faulkner,41,29,2,1,141.37,Adelaide Strikers,Melbourne Stars,524942,47,28,BBL01,28
5,JEC Franklin,c Quiney b Hussey,7,11,0,0,63.63,Adelaide Strikers,Melbourne Stars,524942,16,28,BBL01,28
6,TLW Cooper,c Bird b McKay,9,11,0,0,81.81,Adelaide Strikers,Melbourne Stars,524942,12,28,BBL01,28
7,AJ Crosthwaite †, b Hussey,4,6,0,0,66.66,Adelaide Strikers,Melbourne Stars,524942,10,28,BBL01,28
8,AW O'Brien,c †Wade b Bird,8,9,0,0,88.88,Adelaide Strikers,Melbourne Stars,524942,14,28,BBL01,28
9,AC Thomas,run out (Voges),4,5,0,0,80,Adelaide Strikers,Melbourne Stars,524942,7,28,BBL01,28
10,NM Lyon, b Bird,0,2,0,0,0,Adelaide Strikers,Melbourne Stars,524942,4,28,BBL01,28
11,BE McGain,not out,0,0,0,0,-,Adelaide Strikers,Melbourne Stars,524942,1,28,BBL01,28
1,RJ Quiney,run out (Lyon),2,6,0,0,33.33,Melbourne Stars,Adelaide Strikers,524942,11,28,BBL01,28
2,LJ Wright,c †Crosthwaite b Franklin,9,14,1,0,64.28,Melbourne Stars,Adelaide Strikers,524942,22,28,BBL01,28
3,AC Voges,st †Crosthwaite b McGain,16,16,1,0,100,Melbourne Stars,Adelaide Strikers,524942,17,28,BBL01,28
4,DJ Hussey,not out,41,36,3,1,113.88,Melbourne Stars,Adelaide Strikers,524942,54,28,BBL01,28
5,CL White (c),c Harris b Franklin,28,30,0,1,93.33,Melbourne Stars,Adelaide Strikers,524942,33,28,BBL01,28
